"","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050"
"Public.administration.and.defence.services",16891.6732176904,15783.2076522441,15614.668932097,15423.7163537823,15156.4571844543,15331.6581077221,14738.8020141798,14837.0953137516,14688.2096359791,14529.5902065291,14457.9369571842,14132.1550890593,13752.1079808459,13827.0148432655,13348.731660122,12486.9958789684,12558.7965500473,11968.1728467977,11381.7034474823,10537.4717571799,10224.6196556459,9157.09769660037,8366.55779625138,7428.0435220059,6350.42003757787,4840.30420173111,3669.74915008939
"Compulsory.social.security.services",263.467762392991,246.178477995045,243.549696411274,240.571314821517,236.402741678147,239.135436931464,229.888367894925,231.421496991294,229.099253607258,226.625188095175,225.507577007761,220.426196453157,214.498414171646,215.666773467686,208.206754650779,194.765836447558,195.885746944505,186.673497600936,177.526044985778,164.358146724976,159.478438120101,142.827771354861,130.497330436243,115.858860189828,99.0506349485862,75.4966130883902,57.2388883361219
"Education.services",10300.7080014088,9641.43400183329,9536.60587743413,9428.8176150045,9271.83572555808,9361.7686799573,9016.21279313729,9069.4418728036,8985.22281074862,8887.22797854416,8848.59669350293,8643.48742353266,8419.88414861279,8460.97483324889,8169.68378810033,7670.82220979407,7702.73778438209,7348.708851858,7008.42518652602,6500.17189455182,6315.58098252026,5676.52052194954,5202.80735341605,4634.65927703625,3999.66094183656,3090.95482505127,2383.66364496855
"Human.health.services",19099.0450533785,17868.5090122369,17675.1437928824,17471.0615993993,17177.0664519817,17352.0703882622,16703.5589240602,16805.5304148246,16646.1663918623,16465.0881069919,16390.9875604303,16013.831024629,15595.2563220815,15673.6848788391,15133.4069288821,14195.4390382876,14260.4106444514,13600.9907409787,12961.5821399015,12015.9982141188,11670.7171094051,10479.9813535247,9597.56187512159,8542.0961264359,7353.90097736503,5663.07880534368,4348.46987455121
"Residential.care.and.social.work.services",19715.5794623368,18445.4359601787,18245.814548511,18035.2042657773,17731.7601535764,17912.2964513273,17242.9609247445,17348.1777331603,17183.7147536559,16996.7823347774,16920.3247752402,16530.9487175438,16098.9184330936,16179.8470021658,15622.1309564141,14654.0688115956,14721.0556728527,14040.3915583832,13380.4622706857,12404.3994630011,12048.0151781859,10818.9238699583,9908.07695231645,8818.56863663099,7592.17064435412,5846.85142500953,4489.85085682731
"Arts..culture.and.gambling.services",4230.70793773077,3958.0248935834,3915.20430939465,3869.94431216683,3804.78359297611,3843.6527721567,3699.90069620329,3722.52984133874,3687.18828566596,3647.08463616649,3630.63936901706,3547.13326542271,3454.36322773637,3471.7643048864,3352.08285041119,3144.1469352202,3158.61161199221,3012.50327465375,2870.75919113509,2661.25886770099,2584.73639962657,2320.89874028392,2125.37924087634,1891.55321528037,1628.21585425288,1253.60045531601,962.35614790315
"Sporting..amusement.and.recreation.services",2999.51044589796,2805.81405480096,2775.5001566536,2743.22044513135,2696.8901364437,2724.82090705581,2622.55026990991,2638.74210615895,2613.54040656369,2585.13546525966,2573.36426714614,2514.30186566554,2448.34933299641,2460.7876972857,2375.92710403168,2227.91581791956,2238.43299222739,2134.70882478547,2033.83142530337,1885.15380971588,1830.76390511406,1643.44368046977,1504.63858015722,1338.76736587632,1151.57626370786,885.710660911996,679.078690954171
"Services.of.membership.organisations",6814.5508265036,6368.86093530918,6300.68408477043,6224.42444656958,6117.14223173935,6186.30796022347,5948.56543187428,5987.61817457416,5928.14273007813,5864.03787749074,5835.58480013242,5703.57823885865,5550.9877289828,5580.79599392071,5387.87704202601,5042.61652084123,5070.51921434658,4832.79602282356,4597.7535009326,4257.75647194579,4132.09823811646,3702.50005275584,3384.32487312963,3006.07664194992,2573.3192482649,1965.18952665227,1493.54113667127
"Repair.of.data.processing.equipment.and.durables",1489.72852354327,1392.85228292688,1377.87975746609,1361.49720591254,1338.24410276573,1352.80084929515,1301.36044736962,1309.67405000179,1296.89123314816,1282.83503515922,1276.78370317616,1247.71093753673,1214.62492107842,1220.98835507991,1178.82671352367,1104.23715242987,1109.94130087789,1058.17729836161,1007.37306522547,933.265262203034,906.001445497086,812.48452854445,743.207146177218,660.657235235302,566.790437543622,434.253167535337,331.36364538531
"Other.personal.service.activities",13069.4858651904,12227.3247546552,12095.0177182964,11955.3098362479,11754.0911798727,11873.9525807331,11430.0756017707,11499.8968689404,11390.8027317635,11266.8987268825,11216.1599023398,10958.1119517305,10671.629900218,10725.3274006775,10355.6126083477,9713.59354328463,9758.12814865051,9306.84825032153,8869.19171806803,8222.08695107392,7985.77207133821,7170.87615830764,6566.98356522532,5844.70168018189,5031.48014071186,3874.37326416297,2974.74477391155
"Goods.a..services.of.private.households..non.spec.",24621.7872157099,23035.5694175825,22786.2723613548,22523.2518614088,22144.2959003759,22369.7585258304,21533.8593353998,21665.2592708305,21459.8697972949,21226.4193805756,21130.9354123994,20644.6634031081,20105.1226934477,20206.1902786624,19509.6869964983,18300.7232839765,18384.3797774248,17534.3328881689,16710.1806723975,15491.2253378161,15046.1550803323,13511.2052850362,12373.6947677773,11013.0630922133,9481.47684260301,7301.83619220856,5607.14700971674
